genres,keywords,title,clean_overview
"['Action', 'Comedy', 'Crime', 'Thriller']","[{""id"": 416, ""name"": ""miami""}, {""id"": 703, ""name"": ""detective""}, {""id"": 772, ""name"": ""handcuffs""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4009, ""name"": ""witness protection""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 11730, ""name"": ""internal affairs""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 166856, ""name"": ""hangar""}, {""id"": 167114, ""name"": ""loose cannon""}, {""id"": 167115, ""name"": ""bust""}, {""id"": 167119, ""name"": ""reference to skittles""}, {""id"": 167124, ""name"": ""black cop""}, {""id"": 167128, ""name"": ""badge""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226376, ""name"": ""corrupt cop""}]",Bad Boys,marcus burnett family mike lowry fancy free miami hours reclaim consignment drugs stolen complicate order assistance sole witness pretend
"['Comedy', 'Crime']","[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 192099, ""name"": ""the white house""}]",The Naked Gun 2½: The Smell of Fear,bumbling cop frank drebin foil big boys energy intend suppress technology
['Horror'],"[{""id"": 4133, ""name"": ""omen""}, {""id"": 10812, ""name"": ""airplane accident""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 34079, ""name"": ""death""}, {""id"": 199686, ""name"": ""near-death experience""}]",Final Destination,teenager terrifying vision friends dying plane prevents accident death hunt
['Drama'],"[{""id"": 2494, ""name"": ""ohio""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 12389, ""name"": ""dirty tricks""}, {""id"": 187306, ""name"": ""presidential campaign""}, {""id"": 187307, ""name"": ""endorsement""}, {""id"": 187308, ""name"": ""campaign speech""}, {""id"": 187309, ""name"": ""presidential debate""}]",The Ides of March,dirty tricks stand soil ambitious young press idealism cutthroat presidential campaign
"['Thriller', 'Science Fiction', 'Action']","[{""id"": 3762, ""name"": ""darkness""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14773, ""name"": ""eclipse""}, {""id"": 14774, ""name"": ""flask""}, {""id"": 14775, ""name"": ""corps""}]",Pitch Black,ship remote marooned passengers soon learn escaped convict riddick thing deadly creatures lurk waiting attack planet rapidly plunging utter blackness total body count doomed survivors forced turn riddick eerie eyes guide darkness time running stay
"['Comedy', 'Romance']","[{""id"": 2383, ""name"": ""feminism""}, {""id"": 2566, ""name"": ""cohabitant""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 5756, ""name"": ""man-woman relation""}, {""id"": 7169, ""name"": ""man between two women""}]",Someone Like You...,jane goodale going producer popular daytime talk hot romance dashing executive producer relationship goes terribly jane begins extensive study male including womanizing roommate jane puts studies romantic misadventure use pseudonymous sex columnist
"['Romance', 'Science Fiction', 'Drama']","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 12375, ""name"": ""transhumanism""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 40847, ""name"": ""near future""}, {""id"": 223540, ""name"": ""singularity""}, {""id"": 224279, ""name"": ""bittersweet""}]",Her,distant lonely writer purchases newly developed operating designed meet romantic relationship develops operating unconventional love story blends science fiction romance sweet tale explores nature love ways technology isolates connects
"['Mystery', 'Thriller', 'Drama']","[{""id"": 1981, ""name"": ""colorado""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 11794, ""name"": ""pokies""}, {""id"": 155497, ""name"": ""truck driver""}, {""id"": 155498, ""name"": ""cb radio""}, {""id"": 215191, ""name"": ""strange""}]",Joy Ride,young people road trip colorado new jersey talk trucker cb escape turns psychotic
"['Fantasy', 'Adventure', 'Family']","[{""id"": 212, ""name"": ""london england""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2849, ""name"": ""key""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 10028, ""name"": ""steampunk""}]",The Adventurer: The Curse of the Midas Box,mariah life turned upside parents vanish younger brother following trail clues darkly majestic prince regent mariah discovers hidden realm deadly secrets artifact grants limitless wealth devastating supernatural fate family mariah risk unravel curse midas
"['Drama', 'Comedy', 'Romance']","[{""id"": 1566, ""name"": ""dream""}]",Anywhere But Here,adaptation mona simpson single mother adele august bad worse comes making successful high school student ivy league adele decides pack midwest beverly pursue dreams hollywood ann grows frustrated irresponsible impulsive
"['Action', 'Comedy']",[],The Crew,retired mobsters plan crime save retirement
"['Action', 'Thriller']","[{""id"": 3070, ""name"": ""mercenary""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 157194, ""name"": ""spanish""}]",Haywire,mallory kane highly trained operative works government security contractor dangerous corners successfully freeing chinese journalist held double crossed left dead close suddenly target skilled assassins know mallory truth order stay
"['Adventure', 'Thriller']","[{""id"": 2988, ""name"": ""shark attack""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15098, ""name"": ""great white shark""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 227106, ""name"": ""banana boat""}]",Jaws: The Revenge,deadly shark ellen brody decides new amity island moves caribbean join great white shark followed hungry
['Drama'],"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8097, ""name"": ""leukemia""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 185263, ""name"": ""bone marrow transplant""}]",Marvin's Room,leukemia patient attempts end feud sister bone
"['Drama', 'Family']",[],The Longshots,true story jasmine plummer age female play pop warner football tournament
['Drama'],"[{""id"": 258, ""name"": ""bomb""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 11501, ""name"": ""cheating wife""}, {""id"": 14765, ""name"": ""church""}]",The End of the Affair,rainy london night novelist maurice bendrix chance meeting henry husband abruptly ended affair years obsession sarah succumbs jealousy arranges
"['Action', 'Thriller']","[{""id"": 417, ""name"": ""corruption""}, {""id"": 1365, ""name"": ""harley davidson""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14570, ""name"": ""las vegas""}]",Harley Davidson and the Marlboro Man,lawless renegade biker harley davidson surly cowboy marlboro learn corrupt bank foreclose bar expanding harley marlboro decide help robbing crooked accidentally filch drug run criminal financiers mob rugged action
"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 5947, ""name"": ""military service""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 161982, ""name"": ""murder investigation""}]",In the Valley of Elah,career officer wife work police detective uncover truth disappearance following return tour duty
"['Drama', 'History']","[{""id"": 7024, ""name"": ""fashion designer""}, {""id"": 187056, ""name"": ""woman director""}]",Coco Before Chanel,biopic early life coco years leaving father returned gabrielle chanel finds working provincial bar seamstress performers earning nickname coco song sings nightly liaison baron balsan gives entree french society chance develop gift
"['Western', 'Drama']",[],Forsaken,john henry returns hometown hopes repairing relationship estranged local gang terrorizing john henry stop abandoned gun reputation fearless
"['Drama', 'Comedy', 'Romance']",[],Cheri,sumptuous dramatic comedy set late century belle period social cultural excess european upper classes ended world war
"['Drama', 'Romance']","[{""id"": 212, ""name"": ""london england""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 187056, ""name"": ""woman director""}]",Vanity Fair,becky orphaned daughter starving english artist french chorus yearns glamorous life birthright promises resolves conquer english society means mere ascension heights society simply becky finds patron powerful marquess steyne whims enable becky realise ultimate cost high
"['Drama', 'Action', 'History']","[{""id"": 441, ""name"": ""assassination""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 11579, ""name"": ""impalement""}, {""id"": 11762, ""name"": ""beaten to death""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 14686, ""name"": ""head bashed in""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14690, ""name"": ""violent death""}, {""id"": 14692, ""name"": ""hook""}, {""id"": 14696, ""name"": ""bloody fight""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14819, ""name"": ""violence""}]",Bodyguards and Assassins,revolutionist sun visits hong kong discuss plans tongmenghui members overthrow qing assassins sent kill assemble group protectors prevent
"['Horror', 'Thriller']","[{""id"": 236, ""name"": ""suicide""}, {""id"": 242, ""name"": ""new york""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 657, ""name"": ""fire""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 2872, ""name"": ""window""}, {""id"": 3255, ""name"": ""door""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 3664, ""name"": ""research""}, {""id"": 5280, ""name"": ""ghost world""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 6103, ""name"": ""telephone""}, {""id"": 6381, ""name"": ""loss of daughter""}, {""id"": 11221, ""name"": ""blood""}]",1408,man specializes debunking paranormal occurrences checks fabled room dolphin soon settling confronts genuine
"['Comedy', 'Science Fiction']","[{""id"": 803, ""name"": ""android""}, {""id"": 1280, ""name"": ""lasergun""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1530, ""name"": ""temple""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 4575, ""name"": ""comb""}, {""id"": 4578, ""name"": ""altar""}, {""id"": 4579, ""name"": ""magnet beam""}, {""id"": 4581, ""name"": ""jam""}, {""id"": 4583, ""name"": ""speed of light""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 4587, ""name"": ""password""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 5560, ""name"": ""nose""}, {""id"": 11931, ""name"": ""spoof""}]",Spaceballs,nefarious dark helmet hatches plan snatch princess vespa steal lone starr clueless sidekick fly meet puts lone starr wise power master time save
"['War', 'Drama']","[{""id"": 1847, ""name"": ""istanbul""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 11007, ""name"": ""post world war i""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 173265, ""name"": ""missing in action""}, {""id"": 213295, ""name"": ""missing son""}, {""id"": 213299, ""name"": ""gallipoli campaign""}, {""id"": 228523, ""name"": ""inspired by true events""}]",The Water Diviner,australian farmer joshua connor travels turkey discover fate reported missing holding joshua travel landscape truth
"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","[{""id"": 417, ""name"": ""corruption""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 881, ""name"": ""money transfer""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1553, ""name"": ""pottery""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 210530, ""name"": ""spiritism""}]",Ghost,sam wheat molly jensen madly sam murdered friend corrupt business partner carl bruner shady business left roam earth powerless learns sam seek help psychic oda mae brown set things right protect molly carl
"['Romance', 'Comedy']","[{""id"": 3262, ""name"": ""surgeon""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 11223, ""name"": ""dream girl""}, {""id"": 15027, ""name"": ""taboo""}, {""id"": 155457, ""name"": ""screwball comedy""}, {""id"": 158502, ""name"": ""frisbee""}, {""id"": 158505, ""name"": ""troubadour""}, {""id"": 158507, ""name"": ""gross out comedy""}, {""id"": 194413, ""name"": ""intellectual disability""}]",There's Something About Mary,having fully recovered prom date total man finally gets chance reunite old prom run suitors including sleazy detective hired
"['Fantasy', 'Drama', 'Comedy', 'Family']","[{""id"": 65, ""name"": ""holiday""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 207317, ""name"": ""christmas""}]",The Santa Clause,scott calvin ordinary accidentally causes santa claus fall roof christmas eve knocked young son finish trip north scott learns new santa convince loves father
"['Drama', 'Family']","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 1483, ""name"": ""sports team""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 9825, ""name"": ""growing up""}]",The Rookie,jim morris minor leagues shoulder injury ended pitching career years chemistry teacher baseball coach team makes deal win district jim try bet proves incentive worst making state time history forced live end nearly laughed gets confounds scouts clocking successive mph good contract tampa bay devil got lot pitches throw makes dreams telling
"['Comedy', 'Family']","[{""id"": 579, ""name"": ""american football""}, {""id"": 1338, ""name"": ""bachelor""}, {""id"": 1483, ""name"": ""sports team""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 163405, ""name"": ""aerobics""}, {""id"": 208185, ""name"": ""tween girl""}, {""id"": 228676, ""name"": ""publicist""}]",The Game Plan,bachelor football star joe kingman wealthy team way capturing tackled unexpected young result fling joe learn balance personal professional lives needs
"['Drama', 'Romance']","[{""id"": 455, ""name"": ""farewell""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2029, ""name"": ""iowa""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3451, ""name"": ""housewife""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 221355, ""name"": ""nature documentary""}]",The Bridges of Madison County,photographer robert kincaid wanders life housewife francesca johnson days
